question_id,foi_status,sub5b_answer,sub1_answer,same_answer,question_mode,operator_guess,operator_family,source_dataset,foi,nsvs_indices_empty_count,nsvs_indices_total_arrays,has_entry
1407,partial,D,B,False,mc,unknown,unknown,ct,"[151, 2519]",1,2,True
1408,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1409,partial,D,D,True,mc,always_before,always_before,agqa,"[0, 25]",1,2,True
1410,partial,C,C,True,mc,until,until,agqa,"[0, 23]",1,2,True
1411,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1412,clean,No,Yes,False,bool,until,until,agqa,"[0, 29]",0,2,True
1413,clean,Yes,No,False,bool,always_before,always_before,ct,"[4981, 5398]",0,2,True
1414,partial,C,C,True,mc,after,after,ct,"[1920, 3744]",1,2,True
1415,clean,B,B,True,mc,always_before,always_before,bf,"[1065, 1949]",0,2,True
1416,clean,No,No,True,bool,always_before,always_before,ct,"[5311, 5878]",0,2,True
1417,partial,No,No,True,bool,since,since,star,"[0, 10]",1,2,True
1418,bypassed,No,Yes,False,bool,until,until,star,[-1],1,2,True
1419,clean,B,B,True,mc,always_before,always_before,bf,"[0, 524]",0,2,True
1420,clean,No,No,True,bool,always_before,always_before,ct,"[5490, 6149]",0,2,True
1421,clean,Yes,Yes,True,bool,immediately_after,after,ct,"[631, 1378]",0,2,True
1422,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],0,0,True
1423,clean,C,C,True,mc,always_before,always_before,bf,"[0, 525]",0,2,True
1424,partial,A,A,True,mc,until,until,ct,"[189, 1489]",1,2,True
1425,partial,No,No,True,bool,immediately_after,after,bf,"[30, 645]",1,2,True
1426,partial,D,D,True,mc,after,after,agqa,"[0, 23]",1,2,True
1427,partial,B,A,False,mc,immediately_after,after,star,"[0, 31]",1,2,True
1428,clean,B,D,False,mc,in_turn_occurs,in_turn_occurs,ct,"[2071, 3118]",0,2,True
1429,partial,C,C,True,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 13]",1,2,True
1430,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1431,bypassed,No,No,True,bool,always_before,always_before,star,[-1],0,0,True
1432,partial,No,No,True,bool,before,before,star,"[0, 20]",1,2,True
1433,partial,D,D,True,mc,before,before,ct,"[361, 11339]",1,2,True
1434,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
1435,partial,A,A,True,mc,immediately_after,after,agqa,"[0, 28]",1,2,True
1436,partial,B,B,True,mc,before,before,agqa,"[0, 18]",1,2,True
1437,partial,No,Yes,False,bool,unknown,unknown,ct,"[120, 9750]",1,2,True
1438,bypassed,No,No,True,bool,after,after,agqa,[-1],0,0,True
1439,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,"[0, 25]",0,2,True
1440,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 52]",1,2,True
1441,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,ct,"[2881, 3538]",0,2,True
1442,bypassed,C,B,False,mc,before,before,star,[-1],0,0,True
1443,clean,C,C,True,mc,always_before,always_before,bf,"[0, 569]",0,2,True
1444,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 34]",0,2,True
1445,partial,Yes,No,False,bool,unknown,unknown,ct,"[1051, 5039]",1,2,True
1446,bypassed,A,C,False,mc,unknown,unknown,star,[-1],0,0,True
1447,partial,A,A,True,mc,always_before,always_before,bf,"[0, 2583]",1,2,True
1448,clean,No,No,True,bool,always_before,always_before,ct,"[3883, 4681]",0,2,True
1449,clean,No,Yes,False,bool,unknown,unknown,star,"[0, 20]",0,2,True
1450,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1451,partial,B,B,True,mc,when,when,star,"[0, 22]",1,2,True
1452,clean,Yes,Yes,True,bool,before,before,ct,"[5995, 6889]",0,2,True
1453,clean,A,D,False,mc,always_before,always_before,bf,"[1680, 2414]",0,2,True
1454,partial,D,D,True,mc,until,until,agqa,"[0, 73]",1,2,True
1455,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 19]",1,2,True
1456,partial,No,No,True,bool,always_after,always_after,ct,"[3001, 12029]",1,2,True
1457,partial,No,No,True,bool,unknown,unknown,bf,"[0, 2292]",1,2,True
1458,clean,D,C,False,mc,always_before,always_before,bf,"[0, 359]",0,2,True
1459,clean,No,No,True,bool,always_after,always_after,agqa,"[0, 24]",0,2,True
1460,bypassed,B,B,True,mc,unknown,unknown,agqa,[-1],0,0,True
1461,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1462,bypassed,No,No,True,bool,always_before,always_before,ct,[-1],1,2,True
1463,clean,A,A,True,mc,always_before,always_before,bf,"[450, 1079]",0,2,True
1464,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 0]",1,2,True
1465,clean,Yes,Yes,True,bool,in_turn_occurs,in_turn_occurs,ct,"[2340, 4019]",0,2,True
1466,partial,B,B,True,mc,always_before,always_before,bf,"[2565, 2640]",1,2,True
1467,partial,C,A,False,mc,always_after,always_after,star,"[0, 66]",1,2,True
1468,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,"[0, 25]",0,2,True
1469,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 19]",1,2,True
1470,bypassed,No,No,True,bool,always_before,always_before,star,[-1],0,0,True
1471,clean,Yes,Yes,True,bool,immediately_after,after,bf,"[0, 644]",0,2,True
1472,clean,C,C,True,mc,always_before,always_before,bf,"[0, 210]",0,2,True
1473,bypassed,D,D,True,mc,always_before,always_before,ct,[-1],0,0,True
1474,bypassed,No,Yes,False,bool,always_before,always_before,star,[-1],1,2,True
1475,bypassed,A,A,True,mc,unknown,unknown,ct,[-1],0,0,True
1476,partial,A,D,False,mc,always_before,always_before,agqa,"[0, 24]",1,2,True
1477,clean,Yes,No,False,bool,after,after,ct,"[12575, 13469]",0,2,True
1478,clean,No,No,True,bool,since,since,agqa,"[0, 44]",0,2,True
1479,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[2460, 3599]",0,2,True
1480,bypassed,A,A,True,mc,always_before,always_before,agqa,[-1],0,0,True
1481,clean,B,B,True,mc,always_before,always_before,bf,"[1410, 1679]",0,2,True
1482,partial,C,C,True,mc,unknown,unknown,ct,"[91, 1829]",1,2,True
1483,partial,No,No,True,bool,always_after,always_after,star,"[0, 24]",1,2,True
1484,partial,No,No,True,bool,always_before,always_before,star,"[0, 7]",1,2,True
1485,bypassed,D,D,True,mc,before,before,star,[-1],0,0,True
1486,clean,B,A,False,mc,always_before,always_before,bf,"[2595, 3105]",0,2,True
1487,clean,No,Yes,False,bool,before,before,ct,"[6048, 6719]",0,2,True
1488,bypassed,B,B,True,mc,always_before,always_before,bf,[-1],1,2,True
1489,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 37]",1,2,True
1490,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1491,bypassed,D,D,True,mc,until,until,agqa,[-1],0,0,True
1492,clean,B,B,True,mc,always_before,always_before,bf,"[1905, 2204]",0,2,True
1493,partial,No,No,True,bool,since,since,agqa,"[0, 44]",1,2,True
1494,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 65]",0,2,True
1495,clean,B,C,False,mc,always_before,always_before,bf,"[210, 420]",0,2,True
1496,bypassed,Yes,Yes,True,bool,before,before,agqa,[-1],0,0,True
1497,bypassed,C,C,True,mc,immediately_after,after,agqa,[-1],0,0,True
1498,bypassed,B,B,True,mc,always_before,always_before,star,[-1],1,2,True
1499,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 100]",0,2,True
1500,partial,B,B,True,mc,always_after,always_after,agqa,"[0, 36]",1,2,True
1501,bypassed,B,D,False,mc,when,when,star,[-1],0,0,True
1502,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1503,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1504,partial,B,A,False,mc,before,before,agqa,"[0, 38]",1,2,True
1505,clean,A,B,False,mc,always_before,always_before,bf,"[2805, 3146]",0,2,True
1506,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1507,partial,D,D,True,mc,always_before,always_before,ct,"[2550, 2730]",1,2,True
1508,clean,C,D,False,mc,always_before,always_before,bf,"[435, 779]",0,2,True
1509,partial,D,D,True,mc,after,after,ct,"[270, 3992]",1,2,True
1510,clean,C,C,True,mc,always_before,always_before,bf,"[1545, 2234]",0,2,True
1511,clean,D,D,True,mc,always_before,always_before,bf,"[3390, 5417]",0,2,True
1512,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1513,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,"[0, 19]",0,2,True
1514,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
1515,clean,B,B,True,mc,always_before,always_before,bf,"[480, 779]",0,2,True
1516,clean,B,B,True,mc,always_before,always_before,bf,"[2610, 3146]",0,2,True
1517,bypassed,A,A,True,mc,always_before,always_before,agqa,[-1],1,2,True
1518,bypassed,B,B,True,mc,unknown,unknown,agqa,[-1],0,0,True
1519,partial,Yes,Yes,True,bool,until,until,agqa,"[0, 29]",1,2,True
1520,clean,B,B,True,mc,always_before,always_before,bf,"[0, 929]",0,2,True
1521,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1522,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1523,partial,D,C,False,mc,after,after,agqa,"[0, 31]",1,2,True
1524,clean,Yes,No,False,bool,always_before,always_before,agqa,"[0, 38]",0,2,True
1525,partial,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,bf,"[120, 2025]",1,2,True
1526,bypassed,B,B,True,mc,unknown,unknown,star,[-1],0,0,True
1527,partial,B,B,True,mc,when,when,star,"[0, 25]",1,2,True
1528,bypassed,Yes,No,False,bool,unknown,unknown,star,[-1],0,0,True
1529,clean,C,D,False,mc,always_before,always_before,bf,"[735, 1454]",0,2,True
1530,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1531,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1532,clean,Yes,Yes,True,bool,always_before,always_before,agqa,"[0, 38]",0,2,True
1533,partial,A,A,True,mc,always_before,always_before,ct,"[2431, 3749]",1,2,True
1534,clean,Yes,No,False,bool,always_before,always_before,ct,"[1297, 2614]",0,2,True
1535,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[5131, 5938]",0,2,True
1536,partial,B,B,True,mc,immediately_after,after,agqa,"[0, 29]",1,2,True
1537,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[3301, 5519]",0,2,True
1538,clean,D,D,True,mc,always_before,always_before,bf,"[1665, 2354]",0,2,True
1539,clean,A,B,False,mc,always_before,always_before,bf,"[1995, 2354]",0,2,True
1540,partial,A,A,True,mc,immediately_after,after,star,"[0, 55]",1,2,True
1541,bypassed,B,B,True,mc,immediately_after,after,star,[-1],0,0,True
1542,clean,Yes,Yes,True,bool,before,before,star,"[0, 35]",0,2,True
1543,clean,A,C,False,mc,always_before,always_before,ct,"[2328, 2904]",0,2,True
1544,partial,C,C,True,mc,before,before,ct,"[1831, 2249]",1,2,True
1545,partial,C,D,False,mc,always_before,always_before,star,"[0, 63]",1,2,True
1546,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 29]",1,2,True
1547,partial,B,D,False,mc,always_before,always_before,ct,"[7022, 12722]",1,2,True
1548,clean,B,B,True,mc,always_before,always_before,agqa,"[0, 49]",0,2,True
1549,partial,B,B,True,mc,always_before,always_before,star,"[0, 25]",1,2,True
1550,partial,D,D,True,mc,always_before,always_before,ct,"[1021, 8699]",1,2,True
1551,partial,No,No,True,bool,unknown,unknown,star,"[0, 47]",1,2,True
1552,clean,B,B,True,mc,always_before,always_before,bf,"[2070, 2460]",0,2,True
1553,clean,No,No,True,bool,immediately_after,after,ct,"[7020, 8108]",0,2,True
1554,bypassed,B,D,False,mc,unknown,unknown,star,[-1],0,0,True
1555,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1556,clean,B,B,True,mc,always_before,always_before,bf,"[1260, 1665]",0,2,True
1557,partial,No,No,True,bool,unknown,unknown,star,"[0, 54]",1,2,True
1558,bypassed,B,B,True,mc,unknown,unknown,agqa,[-1],0,0,True
1559,bypassed,B,C,False,mc,immediately_after,after,agqa,[-1],0,0,True
1560,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
1561,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,bf,"[255, 630]",0,2,True
1562,bypassed,C,D,False,mc,always_before,always_before,star,[-1],0,0,True
1563,clean,D,D,True,mc,always_before,always_before,bf,"[690, 1049]",0,2,True
1564,clean,B,B,True,mc,always_before,always_before,bf,"[390, 1019]",0,2,True
1565,bypassed,A,B,False,mc,before,before,star,[-1],0,0,True
1566,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1567,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1568,clean,No,No,True,bool,immediately_after,after,bf,"[360, 1064]",0,2,True
1569,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,"[0, 25]",0,2,True
1570,partial,C,C,True,mc,always_after,always_after,ct,"[1848, 5885]",1,2,True
1571,clean,C,A,False,mc,in_turn_occurs,in_turn_occurs,ct,"[6541, 7318]",0,2,True
1572,clean,A,C,False,mc,always_before,always_before,ct,"[7081, 7679]",0,2,True
1573,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 13]",1,2,True
1574,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],1,2,True
1575,bypassed,A,A,True,mc,immediately_after,after,star,[-1],0,0,True
1576,clean,A,C,False,mc,always_before,always_before,bf,"[525, 1005]",0,2,True
1577,clean,No,No,True,bool,always_before,always_before,ct,"[1651, 5129]",0,2,True
1578,clean,C,B,False,mc,always_before,always_before,bf,"[0, 538]",0,2,True
1579,partial,B,B,True,mc,always_after,always_after,star,"[0, 80]",1,2,True
1580,partial,C,C,True,mc,after,after,agqa,"[0, 31]",1,2,True
1581,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 0]",1,2,True
1582,partial,D,D,True,mc,unknown,unknown,ct,"[0, 9629]",1,2,True
1583,clean,B,A,False,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 28]",0,2,True
1584,clean,No,No,True,bool,always_before,always_before,ct,"[1051, 2038]",0,2,True
1585,clean,D,C,False,mc,always_before,always_before,bf,"[195, 390]",0,2,True
1586,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1587,partial,C,C,True,mc,always_before,always_before,bf,"[0, 2583]",1,2,True
1588,clean,No,No,True,bool,before,before,ct,"[8491, 8638]",0,2,True
1589,partial,B,D,False,mc,always_before,always_before,ct,"[61, 5639]",1,2,True
1590,partial,D,A,False,mc,always_after,always_after,ct,"[60, 5369]",1,2,True
1591,partial,A,A,True,mc,immediately_after,after,star,"[0, 13]",1,2,True
1592,clean,C,C,True,mc,always_before,always_before,bf,"[0, 524]",0,2,True
1593,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 13]",0,2,True
1594,clean,No,Yes,False,bool,after,after,bf,"[1155, 1559]",0,2,True
1595,partial,C,C,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 47]",1,2,True
1596,partial,Yes,No,False,bool,unknown,unknown,ct,"[91, 1049]",1,2,True
1597,bypassed,D,D,True,mc,unknown,unknown,agqa,[-1],0,0,True
1598,clean,Yes,Yes,True,bool,after,after,ct,"[4846, 6103]",0,2,True
1599,clean,A,C,False,mc,always_before,always_before,bf,"[3780, 5417]",0,2,True
1600,partial,No,No,True,bool,always_before,always_before,agqa,"[0, 19]",1,2,True
1601,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 0]",1,2,True
1602,bypassed,A,B,False,mc,unknown,unknown,agqa,[-1],0,0,True
1603,clean,A,D,False,mc,always_before,always_before,bf,"[840, 1274]",0,2,True
1604,clean,Yes,No,False,bool,unknown,unknown,star,"[0, 65]",0,2,True
1605,partial,C,C,True,mc,until,until,ct,"[1890, 6690]",1,2,True
1606,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 41]",1,2,True
1607,bypassed,Yes,No,False,bool,unknown,unknown,agqa,[-1],0,0,True
1608,partial,C,C,True,mc,always_before,always_before,agqa,"[0, 39]",1,2,True
1609,bypassed,No,Yes,False,bool,unknown,unknown,agqa,[-1],1,2,True
1610,partial,C,A,False,mc,before,before,star,"[0, 50]",1,2,True
1611,clean,C,C,True,mc,always_before,always_before,bf,"[390, 645]",0,2,True
1612,clean,Yes,Yes,True,bool,unknown,unknown,ct,"[3337, 3910]",0,2,True
1613,bypassed,C,C,True,mc,always_before,always_before,agqa,[-1],0,0,True
1614,clean,No,No,True,bool,always_before,always_before,ct,"[4291, 4829]",0,2,True
1615,partial,No,No,True,bool,always_before,always_before,agqa,"[0, 36]",1,2,True
1616,clean,D,D,True,mc,always_before,always_before,bf,"[0, 2174]",0,2,True
1617,clean,B,B,True,mc,always_before,always_before,bf,"[1215, 1814]",0,2,True
1618,partial,B,D,False,mc,until,until,ct,"[931, 6519]",1,2,True
1619,partial,D,D,True,mc,after,after,ct,"[300, 6449]",1,2,True
1620,clean,Yes,Yes,True,bool,unknown,unknown,star,"[0, 42]",0,2,True
1621,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 50]",1,2,True
1622,bypassed,Yes,Yes,True,bool,before,before,agqa,[-1],0,0,True
1623,bypassed,No,No,True,bool,before,before,agqa,[-1],1,2,True
1624,bypassed,C,C,True,mc,since,since,agqa,[-1],0,0,True
1625,partial,C,C,True,mc,before,before,ct,"[505, 5255]",1,2,True
1626,clean,A,A,True,mc,always_before,always_before,bf,"[0, 614]",0,2,True
1627,bypassed,C,C,True,mc,immediately_after,after,agqa,[-1],0,0,True
1628,bypassed,D,D,True,mc,unknown,unknown,agqa,[-1],0,0,True
1629,bypassed,D,D,True,mc,unknown,unknown,agqa,[-1],0,0,True
1630,partial,B,B,True,mc,after,after,ct,"[1056, 1776]",1,2,True
1631,partial,No,No,True,bool,immediately_after,after,bf,"[105, 810]",1,2,True
1632,partial,A,C,False,mc,after,after,ct,"[30, 5459]",1,2,True
1633,clean,D,D,True,mc,always_before,always_before,bf,"[0, 854]",0,2,True
1634,partial,D,D,True,mc,unknown,unknown,ct,"[838, 3338]",1,2,True
1635,bypassed,D,C,False,mc,unknown,unknown,ct,[-1],0,0,True
1636,clean,No,No,True,bool,always_before,always_before,star,"[0, 46]",0,2,True
1637,bypassed,B,B,True,mc,until,until,agqa,[-1],0,0,True
1638,bypassed,B,C,False,mc,while,during,agqa,[-1],0,0,True
1639,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1640,clean,B,B,True,mc,always_before,always_before,bf,"[0, 569]",0,2,True
1641,clean,No,No,True,bool,always_before,always_before,bf,"[180, 494]",0,2,True
1642,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1643,partial,B,B,True,mc,after,after,agqa,"[0, 43]",1,2,True
1644,partial,Yes,Yes,True,bool,immediately_after,after,bf,"[30, 915]",1,2,True
1645,partial,D,D,True,mc,always_before,always_before,agqa,"[0, 42]",1,2,True
1646,partial,B,B,True,mc,before,before,ct,"[0, 4178]",1,2,True
1647,clean,B,B,True,mc,always_before,always_before,bf,"[3615, 5729]",0,2,True
1648,partial,B,B,True,mc,unknown,unknown,star,"[0, 11]",1,2,True
1649,clean,B,B,True,mc,always_before,always_before,bf,"[0, 644]",0,2,True
1650,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[1651, 2189]",0,2,True
1651,clean,C,C,True,mc,always_before,always_before,ct,"[4291, 4828]",0,2,True
1652,bypassed,D,B,False,mc,unknown,unknown,ct,[-1],0,0,True
1653,partial,B,B,True,mc,while,during,agqa,"[0, 37]",1,2,True
1654,partial,Yes,No,False,bool,since,since,star,"[0, 27]",1,2,True
1655,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1656,bypassed,No,No,True,bool,always_after,always_after,agqa,[-1],1,2,True
1657,clean,A,A,True,mc,always_before,always_before,bf,"[0, 209]",0,2,True
1658,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[8131, 8668]",0,2,True
1659,bypassed,D,D,True,mc,always_before,always_before,bf,[-1],0,2,True
1660,clean,Yes,No,False,bool,always_before,always_before,ct,"[2757, 3386]",0,2,True
1661,partial,C,C,True,mc,before,before,agqa,"[0, 38]",1,2,True
1662,clean,No,No,True,bool,since,since,agqa,"[0, 44]",0,2,True
1663,bypassed,B,B,True,mc,always_before,always_before,agqa,[-1],0,0,True
1664,bypassed,C,C,True,mc,immediately_after,after,star,[-1],0,0,True
1665,clean,D,D,True,mc,always_before,always_before,bf,"[825, 1294]",0,2,True
1666,clean,No,Yes,False,bool,always_after,always_after,ct,"[4680, 9269]",0,2,True
1667,clean,A,B,False,mc,always_before,always_before,bf,"[2145, 2489]",0,2,True
1668,clean,Yes,Yes,True,bool,immediately_after,after,ct,"[3480, 4079]",0,2,True
1669,clean,B,A,False,mc,always_before,always_before,bf,"[375, 599]",0,2,True
1670,clean,Yes,Yes,True,bool,always_before,always_before,star,"[0, 28]",0,2,True
1671,bypassed,C,C,True,mc,always_before,always_before,ct,[-1],0,0,True
1672,bypassed,No,No,True,bool,always_after,always_after,agqa,[-1],1,2,True
1673,partial,No,No,True,bool,always_before,always_before,bf,"[0, 1183]",1,2,True
1674,partial,A,A,True,mc,after,after,star,"[0, 23]",1,2,True
1675,clean,Yes,No,False,bool,always_after,always_after,ct,"[1201, 1888]",0,2,True
1676,clean,No,No,True,bool,always_before,always_before,ct,"[840, 1688]",0,2,True
1677,bypassed,B,A,False,mc,when,when,star,[-1],0,0,True
1678,bypassed,A,C,False,mc,unknown,unknown,star,[-1],0,0,True
1679,clean,B,A,False,mc,always_before,always_before,bf,"[420, 719]",0,2,True
1680,partial,D,D,True,mc,after,after,ct,"[550, 3272]",1,2,True
1681,bypassed,A,A,True,mc,always_before,always_before,star,[-1],1,2,True
1682,clean,D,C,False,mc,always_before,always_before,bf,"[1170, 1619]",0,2,True
1683,partial,B,B,True,mc,while,during,agqa,"[0, 47]",1,2,True
1684,partial,No,Yes,False,bool,unknown,unknown,ct,"[48, 2304]",1,2,True
1685,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[1605, 1897]",0,2,True
1686,clean,Yes,Yes,True,bool,always_before,always_before,star,"[0, 33]",0,2,True
1687,bypassed,A,C,False,mc,unknown,unknown,agqa,[-1],0,0,True
1688,clean,B,B,True,mc,always_before,always_before,bf,"[120, 479]",0,2,True
1689,clean,B,B,True,mc,always_before,always_before,bf,"[1500, 1859]",0,2,True
1690,clean,Yes,Yes,True,bool,unknown,unknown,star,"[0, 24]",0,2,True
1691,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],1,2,True
1692,partial,D,D,True,mc,since,since,star,"[0, 24]",1,2,True
1693,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],1,2,True
1694,clean,No,No,True,bool,always_before,always_before,ct,"[1821, 2906]",0,2,True
1695,bypassed,D,D,True,mc,after,after,star,[-1],0,0,True
1696,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[5731, 6179]",0,2,True
1697,clean,C,C,True,mc,always_before,always_before,bf,"[0, 210]",0,2,True
1698,partial,No,No,True,bool,before,before,agqa,"[0, 25]",1,2,True
1699,clean,Yes,Yes,True,bool,always_after,always_after,ct,"[14310, 15239]",0,2,True
1700,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,bf,"[0, 60]",0,2,True
1701,partial,B,C,False,mc,always_before,always_before,ct,"[0, 5305]",1,2,True
1702,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1703,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[2062, 10995]",1,2,True
1704,partial,D,A,False,mc,after,after,ct,"[150, 8434]",1,2,True
1705,clean,No,Yes,False,bool,after,after,star,"[0, 30]",0,2,True
1706,clean,Yes,No,False,bool,unknown,unknown,agqa,"[0, 24]",0,2,True
1707,partial,C,C,True,mc,until,until,ct,"[0, 3624]",1,2,True
1708,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 36]",1,2,True
1709,partial,D,D,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 25]",1,2,True
1710,clean,C,A,False,mc,always_before,always_before,bf,"[556, 898]",0,2,True
1711,clean,C,D,False,mc,always_before,always_before,star,"[0, 33]",0,2,True
1712,partial,D,C,False,mc,after,after,star,"[0, 29]",1,2,True
1713,partial,No,No,True,bool,unknown,unknown,star,"[0, 47]",1,2,True
1714,clean,C,C,True,mc,always_before,always_before,bf,"[405, 1695]",0,2,True
1715,bypassed,No,No,True,bool,since,since,agqa,[-1],0,0,True
1716,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[1656, 2928]",1,2,True
1717,partial,B,B,True,mc,before,before,ct,"[2221, 6479]",1,2,True
1718,partial,A,B,False,mc,since,since,agqa,"[0, 24]",1,2,True
1719,bypassed,B,B,True,mc,before,before,star,[-1],0,0,True
1720,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 45]",1,2,True
1721,clean,A,A,True,mc,always_before,always_before,bf,"[405, 675]",0,2,True
1722,clean,Yes,No,False,bool,since,since,agqa,"[0, 44]",0,2,True
1723,partial,C,C,True,mc,before,before,ct,"[7441, 8879]",1,2,True
1724,clean,No,Yes,False,bool,in_turn_occurs,in_turn_occurs,agqa,"[0, 19]",0,2,True
1725,clean,C,C,True,mc,always_before,always_before,bf,"[405, 675]",0,2,True
1726,bypassed,C,C,True,mc,always_before,always_before,ct,[-1],0,2,True
1727,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1728,clean,B,B,True,mc,always_before,always_before,bf,"[975, 1755]",0,2,True
1729,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[601, 10529]",1,2,True
1730,clean,D,B,False,mc,always_before,always_before,bf,"[285, 719]",0,2,True
1731,partial,A,A,True,mc,always_before,always_before,agqa,"[0, 42]",1,2,True
1732,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
1733,clean,A,A,True,mc,always_before,always_before,bf,"[0, 510]",0,2,True
1734,bypassed,No,No,True,bool,immediately_after,after,agqa,[-1],0,0,True
1735,partial,D,D,True,mc,always_before,always_before,bf,"[15, 1050]",1,2,True
1736,partial,C,B,False,mc,always_before,always_before,star,"[0, 40]",1,2,True
1737,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1738,bypassed,No,No,True,bool,until,until,star,[-1],0,0,True
1739,partial,Yes,Yes,True,bool,immediately_after,after,star,"[0, 25]",1,2,True
1740,clean,D,D,True,mc,always_before,always_before,bf,"[3255, 3719]",0,2,True
1741,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1742,bypassed,B,D,False,mc,always_before,always_before,star,[-1],0,0,True
1743,bypassed,No,Yes,False,bool,unknown,unknown,star,[-1],0,0,True
1744,clean,C,A,False,mc,always_before,always_before,bf,"[570, 1859]",0,2,True
1745,partial,D,D,True,mc,after,after,ct,"[1471, 14849]",1,2,True
1746,partial,C,C,True,mc,unknown,unknown,ct,"[2446, 5306]",1,2,True
1747,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 23]",0,2,True
1748,clean,Yes,No,False,bool,always_before,always_before,ct,"[360, 929]",0,2,True
